"YEAR","CASEID","METRO","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","HH_NUMADULTS","PERNUM","LINENO","WT20","AGE","SEX","RACE","MARST","EDUCYRS","MULTJOBS","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","KIDUND18","KIDUND1","COVIDTELEW","ACT_HHACT"
2020,20200101200103,1,13,1,2,0,1,0,1,1,1,5541150.024906,85,1,110,2,316,99,99,9999,99999.99,3,0,0,99,0
2020,20200101200158,1,15,3,2,1,1,2,1,1,1,2.3480415185022E7,43,1,100,5,217,0,1,40,2076.92,3,1,0,99,110
2020,20200101200215,1,4,1,2,0,1,0,1,1,1,1.0433370776781E7,23,2,100,6,217,1,2,30,315.0,3,0,0,99,20
2020,20200101200256,1,9,4,1,1,1,1,3,1,1,8671348.931807,18,1,100,6,112,99,99,9999,99999.99,3,0,0,99,14
2020,20200101200395,4,14,6,1,1,1,2,4,1,1,4.5141376877048E7,20,1,100,6,112,0,2,17,176.0,3,0,0,99,30
2020,20200101200512,1,15,2,2,0,1,0,2,1,1,3.6015633485252E7,27,2,110,6,214,0,1,40,660.0,3,0,0,99,33
2020,20200101200532,4,1,1,1,0,1,0,1,1,1,4469457.678949,52,2,100,3,214,99,99,9999,99999.99,3,0,0,99,362
2020,20200101200576,2,14,3,1,1,1,1,2,1,1,3856737.466491,30,2,100,1,217,0,1,40,1519.23,1,1,0,99,170
2020,20200101200586,4,12,2,1,0,1,0,2,1,1,1.3486592719511E7,58,1,110,1,112,0,1,48,1751.36,1,0,0,99,15
2020,20200101200641,5,12,1,1,0,1,0,1,1,1,3382890.205241,45,2,100,6,215,0,1,48,1000.0,3,0,0,99,70
2020,20200101200655,2,4,1,1,0,12,0,1,1,1,1962044.00227,78,2,100,4,217,99,99,9999,99999.99,3,0,0,99,180
2020,20200101200694,1,7,1,1,0,1,0,1,1,1,2038733.708867,85,2,100,3,316,99,99,9999,99999.99,3,0,0,99,50
2020,20200101200719,2,16,5,1,1,1,3,2,1,1,1.0724690569572E7,40,2,100,1,217,0,1,45,1538.46,1,1,0,99,83
2020,20200101200734,3,15,4,1,1,1,2,2,1,1,4122074.183005,38,2,100,1,316,0,1,45,1050.0,1,1,0,99,225
2020,20200101200759,4,8,2,1,0,1,0,2,1,1,1.5861189127572E7,85,2,100,4,320,99,99,9999,99999.99,3,0,0,99,295
2020,20200101200771,2,16,4,1,1,1,2,2,1,1,7956609.176628,41,1,100,1,217,0,1,40,1826.92,1,1,0,99,30
2020,20200101200780,2,15,3,1,1,1,1,2,1,1,1.763650905097E7,41,1,100,4,111,1,1,9995,2000.0,3,1,0,99,70
2020,20200101200809,2,11,2,2,0,1,0,2,1,1,1.8008945681832E7,29,1,100,1,102,0,1,48,99999.99,1,0,0,99,300
2020,20200101200814,1,14,5,2,1,1,3,2,1,1,3892838.411354,36,2,132,1,217,99,99,9999,99999.99,1,1,0,99,220
2020,20200101200829,2,11,2,1,0,1,0,2,1,1,8701863.321762,75,1,100,1,112,99,99,9999,99999.99,1,0,0,99,60
2020,20200101200838,2,10,1,1,0,1,0,1,1,1,5817659.136167,73,2,100,4,316,99,99,9999,99999.99,3,0,0,99,117
2020,20200101200849,2,15,2,1,0,1,0,2,1,1,1.1649925886956E7,67,1,100,4,316,99,99,9999,99999.99,1,0,0,99,132
2020,20200101200861,1,15,2,1,0,1,0,2,1,1,1.195421270494E7,80,1,100,1,321,99,99,9999,99999.99,1,0,0,99,63
2020,20200101200890,2,10,2,1,0,1,0,2,1,1,1.5491947904709E7,71,1,100,1,112,99,99,9999,99999.99,1,0,0,99,83
2020,20200101200915,1,13,2,1,0,1,0,2,1,1,1.4286375129024E7,28,1,100,1,217,0,1,36,1198.44,1,0,0,99,120
2020,20200101200964,2,13,1,1,0,1,0,1,1,1,7823463.706276,42,2,110,6,112,1,1,60,826.0,3,0,0,99,0
2020,20200101200973,3,1,1,1,0,1,0,1,1,1,6731592.024651,59,1,110,6,109,99,99,9999,99999.99,3,0,0,99,0
2020,20200101201014,2,16,2,1,0,1,0,2,1,1,1.2640349863061E7,54,2,100,1,214,0,1,50,1346.15,1,0,0,99,15
2020,20200101201058,3,8,2,1,0,1,0,2,1,1,4181716.050943,70,2,100,3,214,99,99,9999,99999.99,3,0,0,99,178
2020,20200101201073,2,13,3,1,1,1,1,2,1,1,5685291.219481,55,1,100,4,112,99,99,9999,99999.99,1,1,0,99,65
2020,20200101201074,1,1,1,2,0,1,0,1,1,1,6600987.830602,60,1,100,4,109,99,99,9999,99999.99,3,0,0,99,5
2020,20200101201099,2,7,1,1,0,1,0,1,1,1,4745567.742393,74,2,110,4,213,99,99,9999,99999.99,3,0,0,99,85
2020,20200101201110,2,13,1,1,0,1,0,1,1,1,8828808.069084,45,1,100,4,213,99,99,9999,99999.99,3,0,0,99,35
2020,20200101201119,3,14,1,2,0,1,0,1,1,1,3328977.829775,57,2,100,4,217,0,1,40,1538.46,3,0,0,99,150
2020,20200101201134,3,12,1,2,0,1,0,1,1,1,9495438.47457,40,1,100,6,112,0,1,41,989.8,3,0,0,99,80
2020,20200101201144,3,6,2,2,0,1,0,2,1,1,4677004.469603,76,2,110,3,111,99,99,9999,99999.99,3,0,0,99,20
2020,20200101201230,2,15,3,1,0,1,0,3,1,1,7197420.665887,80,1,131,1,217,99,99,9999,99999.99,1,0,0,99,25
2020,20200101201268,2,15,2,2,0,1,0,2,1,1,4938866.826578,51,1,100,1,216,0,1,50,1923.07,1,0,0,99,15
2020,20200101201270,2,16,4,1,0,1,0,4,1,1,1.2442457149019E7,53,2,100,1,316,0,2,32,1153.84,1,0,0,99,0
2020,20200101201274,2,9,1,1,0,1,0,1,1,1,5745582.448528,69,1,100,3,217,0,2,23,99999.99,3,0,0,99,155
2020,20200101201310,2,7,3,3,0,1,0,3,1,1,1.2658349812657E7,38,1,100,5,111,99,99,9999,99999.99,3,0,0,99,15
2020,20200101201312,1,13,1,1,0,1,0,1,1,1,4772872.140464,68,2,100,3,217,99,99,9999,99999.99,3,0,0,99,192
2020,20200101201313,2,9,2,1,0,1,0,2,1,1,1.1683715311156E7,64,1,100,4,214,99,99,9999,99999.99,3,0,0,99,0
2020,20200101201337,3,4,2,1,0,1,0,2,1,1,5061068.316643,64,2,110,6,112,99,99,9999,99999.99,3,0,0,99,160
2020,20200101201370,2,14,1,2,0,1,0,1,1,1,9609930.442308,48,1,131,5,217,0,1,40,1538.46,3,0,0,99,133
2020,20200101201372,4,11,1,1,0,1,0,1,1,1,2325142.95974,69,2,100,3,112,99,99,9999,99999.99,3,0,0,99,170
2020,20200101201380,1,7,1,1,0,1,0,1,1,1,8257331.307331,59,1,100,4,110,0,1,40,520.0,3,0,0,99,145
2020,20200101201406,2,9,1,2,0,1,0,1,1,1,8104175.09632,78,2,100,3,111,99,99,9999,99999.99,3,0,0,99,282
2020,20200101201408,2,10,2,2,0,1,0,2,1,1,4171509.689241,69,1,100,1,217,0,1,36,99999.99,1,0,0,99,0
2020,20200101201415,4,16,3,3,1,1,1,2,1,1,1.0072432605486E7,34,1,100,1,215,0,1,45,1269.23,1,1,1,99,60
2020,20200101201418,2,12,2,1,0,1,0,2,1,1,1.1753865342386E7,64,2,100,4,214,99,99,9999,99999.99,3,0,0,99,505
2020,20200101201501,2,14,2,1,0,1,0,2,1,1,2.6288597430605E7,30,1,100,1,217,0,1,40,1780.0,1,0,0,99,38
2020,20200101201522,1,12,1,1,0,1,0,1,1,1,1655303.880701,52,2,100,4,217,0,1,40,1253.3,3,0,0,99,360
2020,20200101201528,3,15,1,1,0,1,0,1,1,1,4719101.614246,69,2,100,3,217,99,99,9999,99999.99,3,0,0,99,139
2020,20200101201549,1,7,2,2,1,1,1,1,1,1,1416288.100877,31,2,100,6,112,0,1,35,877.5,3,1,0,99,60
2020,20200101201588,3,14,3,1,1,1,1,2,1,1,1.0106732349522E7,32,2,100,1,217,0,1,40,971.15,1,1,0,99,20
2020,20200101201623,2,16,4,2,1,1,2,2,1,1,3784135.316098,41,1,100,1,112,0,1,40,2038.46,1,1,0,99,60
2020,20200101201670,3,14,3,1,1,1,1,2,1,1,7666124.047213,44,1,100,1,214,1,1,75,2096.15,1,1,0,99,15
2020,20200101201676,4,7,2,1,0,1,0,2,1,1,7317146.652914,60,1,100,1,112,99,99,9999,99999.99,1,0,0,99,435
2020,20200101201701,2,15,3,1,0,1,0,3,1,1,1.1335660357797E7,57,1,100,1,217,1,1,80,1538.46,1,0,0,99,35
2020,20200101201702,2,9,1,2,0,1,0,1,1,1,2207816.267816,68,2,100,4,214,99,99,9999,99999.99,3,0,0,99,215
2020,20200101201704,4,4,1,1,0,1,0,1,1,1,6244875.77594,66,1,100,4,112,99,99,9999,99999.99,3,0,0,99,63
2020,20200101201730,2,15,5,1,1,1,1,4,1,1,2.4865895070357E7,50,2,110,4,316,1,2,31,750.0,3,0,0,99,35
2020,20200101201753,2,11,4,1,1,1,1,3,1,1,2.1755267599129E7,59,1,100,1,102,0,1,40,750.0,1,0,0,99,5
2020,20200101201813,3,15,2,1,0,1,0,2,1,1,1.4981812949219E7,50,1,100,1,217,0,1,45,1923.07,1,0,0,99,60
2020,20200101201824,1,15,1,1,0,1,0,1,1,1,4912403.683191,55,1,100,4,215,0,1,40,1600.0,3,0,0,99,70
2020,20200101201827,3,16,2,1,0,1,0,2,1,1,1.0844695051995E7,80,2,100,1,214,99,99,9999,99999.99,1,0,0,99,254
2020,20200101201837,2,13,3,1,1,1,2,1,1,1,9045611.409342,43,1,100,4,214,0,2,9995,99999.99,3,1,0,99,0
2020,20200101201838,2,15,4,1,1,1,2,2,1,1,3879204.924259,45,1,100,1,217,99,99,9999,99999.99,1,1,0,99,260
2020,20200101201889,2,7,2,1,0,1,0,2,1,1,4638525.082404,74,1,100,1,213,99,99,9999,99999.99,1,0,0,99,80
2020,20200101201893,1,2,1,1,0,1,0,1,1,1,2888642.117449,68,2,100,4,213,99,99,9999,99999.99,3,0,0,99,90
2020,20200101201900,4,3,1,2,0,1,0,1,1,1,5766474.019289,46,1,110,6,110,99,99,9999,99999.99,3,0,0,99,0
2020,20200101201965,2,16,2,2,0,1,0,2,1,1,1.120796357066E7,33,2,110,1,316,0,2,24,1250.0,1,0,0,99,255
2020,20200101201975,4,7,1,1,0,1,0,1,1,1,4459951.859086,68,2,100,6,214,0,1,42,1442.3,3,0,0,99,10
2020,20200101201983,4,16,4,1,1,1,2,2,1,1,5741528.17386,38,2,100,1,217,0,1,40,2884.61,1,1,0,99,40
2020,20200101202001,1,16,2,2,0,1,0,2,1,1,2.3718572194773E7,31,1,131,1,316,0,1,45,2884.61,1,0,0,99,30
2020,20200101202027,1,13,1,2,0,1,0,1,1,1,1.1070133886243E7,32,1,100,6,217,0,1,45,1250.0,3,0,0,99,0
2020,20200101202032,1,15,4,1,1,1,2,2,1,1,4236750.020782,36,1,100,1,217,0,1,40,1634.61,1,1,0,99,0
2020,20200101202046,2,15,3,1,1,1,1,2,1,1,2923449.363747,59,1,100,1,217,0,1,40,99999.99,1,1,0,99,0
2020,20200101202107,3,15,1,1,0,1,0,1,1,1,6653751.863596,56,1,100,4,217,0,1,60,2153.84,3,0,0,99,0
2020,20200101202178,1,3,1,2,0,1,0,1,1,1,2924959.352049,59,2,110,6,216,99,99,9999,99999.99,3,0,0,99,70
2020,20200101202240,5,15,3,1,1,1,1,2,1,1,5844080.557335,52,2,100,1,214,99,99,9999,99999.99,1,1,0,99,95
2020,20200101202252,1,14,3,1,0,1,0,3,1,1,9017829.112303,59,1,100,4,214,0,1,40,2000.0,3,0,0,99,390
2020,20200110190084,4,15,8,1,1,1,6,2,1,1,3.4210272112949E7,39,1,100,1,213,0,1,47,1230.76,1,1,0,99,15
2020,20200110190691,2,16,5,2,1,1,2,2,1,1,1.3603401478186E7,40,1,100,1,109,0,1,40,2884.61,1,1,0,99,120
2020,20200110190781,4,13,2,1,0,1,0,2,1,1,9226470.274474,51,2,100,1,112,0,1,40,520.0,1,0,0,99,0
2020,20200110190880,3,8,2,1,0,1,0,2,1,1,7589897.723356,55,1,100,1,109,0,2,30,800.0,1,0,0,99,275
2020,20200110190896,3,15,2,1,0,1,0,2,1,1,5253762.764962,39,1,100,6,217,0,1,40,1250.0,2,0,0,99,495
2020,20200110190981,2,13,9,2,1,1,5,4,1,1,6280381.548491,32,2,100,1,112,0,2,33,1700.0,1,1,0,99,180
2020,20200110191038,2,8,1,1,0,1,0,1,1,1,1718871.722181,77,2,100,4,213,99,99,9999,99999.99,3,0,0,99,0
2020,20200110191107,1,12,1,2,0,1,0,1,1,1,8222620.509663,29,1,100,6,217,0,1,70,2461.53,3,0,0,99,50
2020,20200110191249,1,15,2,2,0,1,0,2,1,1,2.0948326111275E7,31,1,100,1,316,1,1,75,1269.23,1,0,0,99,0
2020,20200110191270,1,10,4,2,1,1,2,2,1,1,3523045.116333,32,2,200,6,112,0,1,40,99999.99,2,1,0,99,365
2020,20200110191335,3,15,2,1,0,1,0,2,1,1,1.5783264141704E7,24,1,100,6,214,99,99,9999,99999.99,3,0,0,99,0
2020,20200110191477,1,12,2,2,0,1,0,2,1,1,9303926.449483,23,2,100,6,217,0,1,37,1057.69,3,0,0,99,0
2020,20200110191538,2,16,4,1,1,1,2,2,1,1,3807569.196448,33,2,131,1,321,0,1,40,1360.0,1,1,0,99,70
2020,20200110191855,2,1,2,2,0,2,0,2,1,1,1.4757408953714E7,64,1,110,6,111,99,99,9999,99999.99,3,0,0,99,30
2020,20200110192022,1,15,2,2,0,1,0,2,1,1,1.82853285331E7,24,1,100,6,217,0,1,55,1673.07,2,0,0,99,180
2020,20200110192026,1,15,5,1,0,1,0,5,1,1,9873403.349885,23,1,131,6,214,99,99,9999,99999.99,3,0,0,99,1
2020,20200110192132,2,10,3,1,0,1,0,3,1,1,8855935.523567,63,2,131,1,214,99,99,9999,99999.99,1,0,0,99,90
2020,20200111190018,1,14,1,2,0,1,0,1,1,1,1.9991655284798E7,59,1,110,6,214,0,1,40,680.0,3,0,0,99,45
2020,20200111190121,2,16,2,1,1,1,1,1,1,1,8625381.810551,46,1,210,4,213,0,1,60,2596.15,3,1,0,99,125
2020,20200111190124,1,16,2,1,0,1,0,2,1,1,1.1158921208058E7,37,1,100,1,217,0,1,40,99999.99,1,0,0,99,60
2020,20200111190126,4,5,1,2,0,1,0,1,1,1,1.944196686023E7,36,1,100,6,112,0,1,65,1100.0,3,0,0,99,30
2020,20200111190133,1,12,1,1,0,1,0,1,1,1,8544187.530037,68,2,100,3,316,99,99,9999,99999.99,3,0,0,99,180
2020,20200111190136,1,7,3,2,0,1,0,2,1,1,1.4427383462226E7,49,2,100,1,217,0,2,25,250.0,1,0,0,99,150
2020,20200111190524,2,15,8,1,1,1,1,7,1,1,2.814608294563E7,23,1,100,6,217,0,1,40,850.0,3,0,0,99,0
2020,20200111190532,2,11,2,1,0,1,0,1,1,1,9494430.609015,54,1,100,4,112,0,1,45,1460.0,3,0,0,99,0
2020,20200111190541,4,16,5,1,1,1,3,2,1,1,4097900.84143,38,1,100,1,217,0,1,50,99999.99,1,1,0,99,45
2020,20200111190545,2,11,3,1,1,1,1,2,1,1,8027114.818626,32,1,100,6,217,0,1,48,1442.3,1,1,0,99,10
2020,20200111190558,1,15,4,2,1,1,1,3,1,1,1.3178918146958E7,51,2,131,1,213,0,1,40,1346.15,1,1,0,99,80
2020,20200111190564,2,9,2,1,1,1,1,1,1,1,4976931.490931,51,2,100,4,217,1,1,42,750.0,3,1,0,99,430
2020,20200111190566,4,11,2,1,0,1,0,2,1,1,1.0879958905143E7,62,1,100,1,217,99,99,9999,99999.99,1,0,0,99,225
2020,20200111190573,1,8,3,2,1,1,1,2,1,1,1.2219695725894E7,24,1,110,1,112,99,99,9999,99999.99,1,1,0,99,930
2020,20200111190584,2,14,2,1,0,1,0,2,1,1,1.1513232416534E7,61,1,110,1,112,0,1,68,1200.0,1,0,0,99,0
2020,20200111190600,1,1,2,2,1,1,1,1,1,1,2062746.917459,45,1,131,5,214,0,1,48,610.0,3,1,0,99,570
2020,20200111190618,2,10,4,2,1,1,2,2,1,1,1.4100767935169E7,28,1,100,6,112,0,1,40,800.0,2,1,0,99,7
2020,20200111190629,2,14,3,1,1,1,1,2,1,1,8823809.815946,31,2,100,1,217,0,1,40,865.38,1,1,0,99,165
2020,20200111190637,2,6,2,2,1,1,1,1,1,1,1787803.418566,67,2,100,4,214,99,99,9999,99999.99,3,0,0,99,60
2020,20200111190672,2,11,1,1,0,6,0,1,1,1,1.254852066981E7,46,1,100,4,109,0,2,30,320.0,3,0,0,99,90
2020,20200111190678,5,15,4,1,1,1,2,2,1,1,5164938.995227,32,1,100,1,214,0,1,40,769.23,1,1,0,99,31
2020,20200111190697,2,16,4,1,1,1,2,2,1,1,6219829.473771,37,2,100,1,316,0,1,35,1250.0,1,1,0,99,201
2020,20200111190710,2,8,4,1,0,6,0,4,1,1,4.8273138069808E7,19,1,100,4,112,0,2,20,169.0,3,0,0,99,0
2020,20200111190724,1,7,2,3,0,1,0,2,1,1,9768901.740744,64,2,100,1,105,0,1,40,99999.99,1,0,0,99,107
2020,20200111190734,2,16,3,1,0,1,0,3,1,1,1.9814441958368E7,61,1,110,1,316,0,1,40,99999.99,1,0,0,99,0
2020,20200111190741,2,16,4,1,1,1,2,2,1,1,5773191.33434,46,2,100,1,217,99,99,9999,99999.99,1,1,0,99,195
2020,20200111190750,2,16,4,1,1,1,2,2,1,1,3883205.803619,33,1,100,1,316,0,1,9995,1923.07,1,1,0,99,75
2020,20200111190772,2,15,2,1,0,1,0,2,1,1,2.2466831142275E7,75,2,100,1,112,0,1,45,99999.99,1,0,0,99,0
2020,20200111190804,4,13,2,1,0,1,0,2,1,1,3989091.447375,44,1,100,1,214,0,1,60,2200.0,1,0,0,99,1
2020,20200111190814,1,16,1,2,0,1,0,1,1,1,5869885.986206,73,1,110,4,320,99,99,9999,99999.99,3,0,0,99,45
2020,20200111190830,2,15,5,1,1,1,3,2,1,1,1.4070318882245E7,37,2,110,1,217,0,1,40,1000.0,1,1,0,99,120
2020,20200111190837,1,9,1,2,0,1,0,1,1,1,8577644.602962,57,2,110,6,112,99,99,9999,99999.99,3,0,0,99,30
2020,20200111190845,3,13,2,1,0,1,0,2,1,1,1.0803280620969E7,51,2,110,1,112,0,1,56,1046.0,1,0,0,99,105
2020,20200111190860,4,13,2,1,0,1,0,2,1,1,7104470.127925,59,2,100,1,217,0,1,40,1153.84,1,0,0,99,0
2020,20200111190889,2,12,2,1,0,1,0,2,1,1,2.1212040773146E7,59,2,100,1,112,0,1,38,750.0,1,0,0,99,60
2020,20200111190922,1,11,3,2,1,1,1,2,1,1,4246017.063174,34,2,131,2,217,0,1,40,588.46,1,1,0,99,0
2020,20200111190926,2,10,3,2,0,1,0,3,1,1,5376316.146976,34,2,100,6,112,0,2,24,250.0,3,0,0,99,75
2020,20200111190956,4,16,2,1,0,1,0,2,1,1,2.5283354809646E7,28,2,100,1,217,0,1,40,1865.38,1,0,0,99,55
2020,20200111190960,1,8,1,2,0,1,0,1,1,1,5238174.113743,38,1,110,6,316,0,1,9995,750.0,3,0,0,99,190
2020,20200111190968,2,5,2,1,0,1,0,2,1,1,5437726.222211,80,1,100,1,215,99,99,9999,99999.99,1,0,0,99,136
2020,20200111190977,2,9,3,2,0,1,0,3,1,1,6826910.816447,25,2,100,6,217,0,1,40,440.0,3,0,0,99,290
2020,20200111190985,4,16,3,1,1,1,1,2,1,1,4477515.333007,37,2,100,1,316,0,1,35,576.92,1,1,0,99,90
2020,20200111190992,2,9,2,1,0,1,0,2,1,1,4702712.192648,67,1,100,1,320,99,99,9999,99999.99,1,0,0,99,217
2020,20200111190999,4,7,7,2,1,5,5,2,1,1,6638233.721033,33,1,100,1,102,0,1,50,700.0,1,1,0,99,30
2020,20200111191006,2,16,2,1,0,1,0,2,1,1,9151110.654254,74,1,100,1,316,99,99,9999,99999.99,1,0,0,99,50
2020,20200111191018,1,9,4,2,0,1,0,4,1,1,2.0005328715047E7,63,1,110,1,112,0,1,35,437.5,1,0,0,99,90
2020,20200111191048,1,16,4,1,1,1,2,2,1,1,8442983.106703,45,1,100,1,217,0,1,40,2884.61,1,1,0,99,45
2020,20200111191056,2,8,2,2,0,1,0,2,1,1,5073422.457775,66,2,100,6,214,0,2,28,323.96,3,0,0,99,10
2020,20200111191062,2,16,2,1,0,1,0,2,1,1,1.0227420119249E7,55,1,100,1,316,0,1,55,2884.61,1,0,0,99,20
2020,20200111191074,3,11,6,1,1,1,3,3,1,1,1.943560834847E7,45,2,110,1,217,0,1,50,730.76,1,1,0,99,40
2020,20200111191076,2,5,2,1,0,1,0,2,1,1,4387600.330762,63,1,131,1,316,99,99,9999,99999.99,1,0,0,99,30
2020,20200111191077,3,15,4,1,1,1,2,2,1,1,2794959.74721,40,2,100,1,217,0,2,25,99999.99,1,1,0,99,90
2020,20200111191088,2,12,1,1,0,1,0,1,1,1,1.1020397992302E7,42,1,100,4,112,99,99,9999,99999.99,3,0,0,99,255
2020,20200111191100,2,12,2,1,0,1,0,2,1,1,1.1196190614101E7,60,2,110,1,112,0,1,40,670.0,1,0,0,99,80
2020,20200111191127,1,11,1,1,0,7,0,1,1,1,6543381.905355,53,2,120,6,214,0,1,40,993.2,3,0,0,99,1
2020,20200111191149,2,5,4,1,1,1,2,2,1,1,1.4851453247821E7,45,2,100,4,111,99,99,9999,99999.99,3,1,0,99,180
2020,20200111191152,2,14,4,1,1,1,2,2,1,1,7907562.379972,45,1,131,1,217,0,1,40,2884.61,1,1,0,99,70
2020,20200111191169,1,14,3,2,1,1,1,2,1,1,4098864.920625,32,1,100,1,112,0,1,55,1300.0,1,1,0,99,120
2020,20200111191207,4,13,4,2,0,1,0,4,1,1,1.8899705659826E7,23,1,100,6,112,0,1,40,360.0,3,0,0,99,0
2020,20200111191211,2,14,1,1,0,1,0,1,1,1,7658190.647202,64,1,100,4,112,0,1,60,1346.15,3,0,0,99,0
2020,20200111191214,1,15,2,1,0,1,0,2,1,1,9095511.830743,19,2,100,6,213,0,2,23,300.0,3,0,0,99,156
2020,20200111191245,1,5,5,2,1,1,2,3,1,1,2.1214859437153E7,19,2,110,6,112,0,2,12,144.0,3,0,0,99,0
2020,20200111191275,4,16,6,1,0,1,0,6,1,1,1.9822115171304E7,55,2,100,1,321,0,1,38,99999.99,1,0,0,99,0
2020,20200111191278,2,4,1,2,0,1,0,1,1,1,1372908.02082,80,2,100,2,102,99,99,9999,99999.99,3,0,0,99,5
2020,20200111191282,1,13,1,1,0,1,0,1,1,1,2646111.942526,37,1,100,6,214,0,1,45,1307.69,3,0,0,99,130
2020,20200111191291,2,15,3,1,0,1,0,3,1,1,2.4748039449743E7,54,2,100,1,316,0,1,40,1636.36,1,0,0,99,72
2020,20200111191293,1,7,1,2,0,1,0,1,1,1,8765749.156181,48,1,100,6,214,0,1,45,500.0,3,0,0,99,30
2020,20200111191313,2,9,2,1,0,5,0,2,1,1,1.1624336236624E7,62,1,110,6,112,0,2,32,359.36,3,0,0,99,35
2020,20200111191324,4,13,4,1,1,1,2,2,1,1,7614083.92305,38,1,100,1,316,0,1,60,99999.99,1,1,0,99,0
2020,20200111191340,2,10,3,1,1,1,2,1,1,1,3201572.431395,28,2,110,6,112,0,1,35,455.0,3,1,0,99,60
2020,20200111191355,4,7,5,1,0,5,0,5,1,1,5.2796909075026E7,35,1,100,6,112,0,2,30,99999.99,3,0,0,99,300
2020,20200111191366,3,15,2,1,0,1,0,2,1,1,1.0424417153276E7,70,2,100,1,217,99,99,9999,99999.99,1,0,0,99,120
2020,20200111191369,4,10,5,2,1,1,3,2,1,1,8686849.378857,38,2,100,1,217,99,99,9999,99999.99,1,1,0,99,282
2020,20200111191370,1,13,2,1,0,1,0,2,1,1,7623556.040977,63,2,100,1,112,99,99,9999,99999.99,1,0,0,99,0
2020,20200111191388,1,8,5,2,0,1,0,1,1,1,1.7664951441753E7,29,1,110,6,112,99,99,9999,99999.99,3,0,0,99,0
2020,20200111191417,2,14,2,1,1,1,1,1,1,1,3652458.210208,46,1,100,2,217,0,1,40,1923.07,3,1,0,99,0
2020,20200111191430,2,13,3,1,1,1,1,2,1,1,1.4772588371114E7,15,1,100,6,109,99,99,9999,99999.99,3,0,0,99,2
2020,20200111191447,3,16,4,1,1,1,2,2,1,1,3003474.043686,43,1,100,1,217,0,1,40,1000.0,1,1,0,99,170
2020,20200111191451,4,7,2,1,0,5,0,2,1,1,6375657.502712,61,1,100,4,111,99,99,9999,99999.99,3,0,0,99,90
2020,20200111191459,3,13,2,1,0,1,0,2,1,1,4843882.941726,70,2,100,1,217,99,99,9999,99999.99,1,0,0,99,103
2020,20200111191486,2,15,2,1,0,1,0,2,1,1,7123064.123751,45,1,100,1,214,0,1,50,1384.0,1,0,0,99,165
2020,20200111191490,2,12,1,1,0,1,0,1,1,1,4130686.710583,52,1,100,6,112,0,1,40,1076.92,3,0,0,99,0
2020,20200111191495,1,13,2,1,0,1,0,2,1,1,1.1522021324753E7,53,2,100,6,214,0,1,40,99999.99,3,0,0,99,160
2020,20200111191505,1,16,5,1,1,1,3,2,1,1,9135494.214857,34,1,100,1,320,0,1,60,2884.61,1,1,1,99,60
2020,20200111191513,1,13,1,2,0,1,0,1,1,1,6889649.992078,63,2,100,4,213,0,1,50,1100.0,3,0,0,99,115
2020,20200111191521,2,9,1,2,0,1,0,1,1,1,9392859.521718,63,2,100,4,112,0,1,40,849.0,3,0,0,99,15
2020,20200111191527,3,12,5,3,1,1,1,4,1,1,4951361.33654,45,2,100,1,109,1,1,38,99999.99,1,0,0,99,35
2020,20200111191540,3,3,4,1,1,1,2,2,1,1,8553886.891168,72,1,110,4,112,99,99,9999,99999.99,3,0,0,99,40
2020,20200111191549,2,8,1,1,0,1,0,1,1,1,9228958.823034,75,2,100,3,112,99,99,9999,99999.99,3,0,0,99,150
2020,20200111191618,4,14,4,1,1,1,1,3,1,1,1.033586909738E7,15,2,100,6,109,99,99,9999,99999.99,3,0,0,99,37
2020,20200111191627,3,13,4,2,0,1,0,4,1,1,2620463.88228,52,1,110,2,214,99,99,9999,99999.99,1,0,0,99,85
2020,20200111191633,3,15,4,1,1,1,2,2,1,1,7726820.737373,42,1,100,1,217,0,1,40,2019.23,1,1,0,99,180
2020,20200111191641,2,11,2,1,0,1,0,2,1,1,7131796.286122,69,2,110,6,217,99,99,9999,99999.99,3,0,0,99,0
2020,20200111191674,1,14,8,1,1,1,1,7,1,1,2.0212579897378E7,52,2,230,1,214,99,99,9999,99999.99,1,0,0,99,103
2020,20200111191677,2,8,3,2,0,1,0,3,1,1,3.0509830613344E7,28,2,100,6,217,99,99,9999,99999.99,3,0,0,99,152
2020,20200111191687,2,14,2,1,0,1,0,2,1,1,2.1087063278311E7,75,2,131,3,112,99,99,9999,99999.99,3,0,0,99,270
2020,20200111191706,3,5,3,1,1,1,1,2,1,1,2905012.596915,54,2,100,4,216,99,99,9999,99999.99,3,0,0,99,47
2020,20200111191708,4,14,5,1,1,1,2,3,1,1,3.8375490821272E7,18,2,100,6,112,0,2,16,200.0,3,0,0,99,0
2020,20200111191745,3,13,4,1,1,1,2,2,1,1,1.3892792992391E7,30,2,100,1,112,99,99,9999,99999.99,1,1,0,99,290
2020,20200111191773,2,14,3,1,1,1,1,2,1,1,1.3534367391716E7,29,2,100,1,217,0,1,40,615.38,1,1,0,99,45
2020,20200111191776,4,7,4,1,1,1,2,2,1,1,1.5710688681331E7,35,2,100,1,109,99,99,9999,99999.99,1,1,0,99,65
2020,20200111191782,2,12,3,1,0,1,0,3,1,1,7.6945924557267E7,22,2,100,6,112,0,1,35,141.0,3,0,0,99,120
